sample_index,set,cluster_id
7822,train,4
4434,train,2
5116,train,2
6663,train,3
7312,train,3
3803,train,2
7806,train,3
4512,train,2
3774,train,2
3357,train,2
2476,train,2
5193,train,1
2923,train,2
7465,train,3
4716,train,2
5000,train,2
5293,train,4
1207,train,0
6621,train,4
2834,train,4
228,train,4
4335,train,2
6484,train,2
2244,train,4
7046,train,2
437,train,2
130,train,4
3042,train,4
3960,train,4
6198,train,2
4187,train,2
1049,train,4
5407,train,-1
255,train,2
4074,train,4
2380,train,4
7117,train,2
3775,train,2
7047,train,2
6657,train,3
3965,train,4
942,train,4
3147,train,2
2312,train,-1
5845,train,4
7844,train,2
7154,train,3
6552,train,2
6298,train,4
6901,train,4
3379,train,4
4594,train,4
5297,train,4
1778,train,2
3132,train,2
1982,train,2
1987,train,4
1716,train,2
2541,train,4
5204,train,4
6373,train,2
5127,train,2
706,train,4
6202,train,3
4059,train,2
52,train,2
913,train,4
1030,train,2
1404,train,2
109,train,4
1239,train,4
586,train,-1
5237,train,4
7475,train,4
2423,train,4
7542,train,4
1212,train,2
3923,train,4
2428,train,4
5393,train,2
2023,train,4
659,train,4
99,train,2
5447,train,4
219,train,4
4575,train,4
2082,train,2
4354,train,2
4308,train,4
2206,train,2
7951,train,4
4382,train,4
5375,train,2
5955,train,4
3506,train,4
3338,train,4
2125,train,4
3763,train,4
6503,train,2
5913,train,4
4570,train,4
1025,train,4
4342,train,4
5077,train,4
5458,train,4
2715,train,4
4904,train,4
7474,train,2
1172,train,4
2828,train,4
7845,train,-1
5923,train,4
7000,train,3
118,train,4
3764,train,4
1303,train,2
184,train,2
1293,train,4
6465,train,4
3612,train,4
6171,train,2
545,train,2
3276,train,4
6518,train,4
700,train,4
1745,train,4
3701,train,2
7856,train,3
3812,train,2
6617,train,2
5477,train,2
6146,train,4
1500,train,2
4125,train,2
7506,train,0
83,train,2
4149,train,4
395,train,2
2798,train,4
4013,train,2
4922,train,4
132,train,2
6898,train,4
3594,train,2
5358,train,4
6814,train,3
4260,train,4
278,train,4
5575,train,2
1573,train,2
4158,train,4
4068,train,2
6016,train,4
1497,train,2
1063,train,4
1967,train,4
6548,train,4
5742,train,2
325,train,2
473,train,4
2529,train,4
3852,train,4
860,train,4
4733,train,4
5495,train,2
2590,train,4
5380,train,4
4095,train,2
2526,train,4
5395,train,4
5271,train,2
1509,train,4
6553,train,2
4106,train,2
832,train,4
4053,train,2
1122,train,4
5483,train,2
6854,train,3
6193,train,4
5623,train,2
6347,train,2
5332,train,2
7754,train,2
4657,train,4
3534,train,4
1504,train,4
5753,train,4
744,train,4
442,train,4
7469,train,2
3794,train,4
517,train,4
6351,train,2
1521,train,2
4132,train,2
837,train,4
1308,train,4
475,train,2
4199,train,4
2984,train,2
5954,train,2
4090,train,2
6427,train,2
3981,train,4
7580,train,4
7373,train,4
1714,train,4
863,train,4
2793,train,2
1392,train,2
6873,train,4
7493,train,2
3903,train,4
3637,train,4
7159,train,2
5963,train,2
5984,train,4
2243,train,4
164,train,4
6623,train,3
6958,train,4
5153,train,4
5766,train,4
5856,train,4
2778,train,4
5339,train,2
3622,train,2
3176,train,2
5220,train,4
3823,train,4
916,train,4
1015,train,4
7440,train,2
771,train,4
738,train,4
6978,train,2
7491,train,3
4109,train,2
3099,train,2
7926,train,4
1340,train,4
7001,train,4
5440,train,4
2346,train,4
122,train,2
6310,train,4
1666,train,4
7761,train,1
7098,train,4
2398,train,2
422,train,2
4188,train,4
5946,train,4
725,train,4
3486,train,4
7972,train,3
6037,train,1
7934,train,4
7449,train,4
6258,train,3
6247,train,3
1574,train,-1
5433,train,2
17,train,4
4760,train,2
3719,train,4
3511,train,2
1374,train,-1
490,train,0
5541,train,2
3067,train,4
745,train,4
7019,train,4
2994,train,-1
5599,train,4
1792,train,4
5299,train,2
6784,train,4
4773,train,2
3884,train,2
6890,train,3
2326,train,4
6083,train,4
5703,train,4
4846,train,4
3721,train,2
1438,train,2
80,train,2
1692,train,2
5264,train,4
1059,train,4
6139,train,2
6366,train,4
5203,train,4
7207,train,4
5152,train,-1
2611,train,2
2207,train,4
1988,train,4
724,train,2
1296,train,4
6532,train,3
5725,train,2
694,train,2
1867,train,4
5357,train,2
5269,train,2
2577,train,4
2001,train,4
5723,train,-1
905,train,4
7435,train,2
6272,train,2
6823,train,4
2652,train,4
6729,train,2
6968,train,4
7504,train,3
2935,train,-1
6350,train,4
2387,train,4
4003,train,4
6520,train,4
6587,train,2
2949,train,2
7423,train,4
2367,train,4
3232,train,4
2371,train,4
7788,train,3
7818,train,2
6199,train,2
5545,train,4
157,train,4
2248,train,2
1598,train,0
3544,train,4
4242,train,4
5141,train,2
7523,train,2
7234,train,4
4024,train,4
273,train,2
2201,train,4
1808,train,2
1800,train,2
1609,train,4
6533,train,4
7132,train,3
2904,train,4
2311,train,1
986,train,2
8067,train,2
4572,train,4
3818,train,2
4636,train,4
5822,train,2
3744,train,4
2633,train,4
1738,train,2
1622,train,4
872,train,4
4798,train,4
3206,train,2
7392,train,2
7338,train,4
7211,train,2
1263,train,4
339,train,4
6609,train,2
6050,train,4
72,train,4
6763,train,2
3604,train,2
1383,train,4
179,train,2
4227,train,4
2300,train,4
5525,train,4
7093,train,4
7417,train,2
6545,train,3
6263,train,2
5952,train,4
3491,train,4
2222,train,4
2515,train,2
412,train,4
6387,train,4
1004,train,4
3201,train,2
972,train,4
7108,train,2
3554,train,4
2637,train,4
2882,train,4
6987,train,3
4558,train,4
7729,train,3
6121,train,4
3969,train,4
2922,train,2
2316,train,2
5061,train,4
5376,train,-1
5680,train,4
2692,train,4
4236,train,2
7237,train,3
3193,train,4
2285,train,4
2924,train,4
6225,train,2
7215,train,2
5612,train,4
4831,train,4
1843,train,2
5958,train,4
5835,train,4
4986,train,4
1467,train,2
5109,train,-1
440,train,4
1423,train,4
2344,train,4
7714,train,2
2224,train,2
7390,train,2
8055,train,2
4653,train,2
5656,train,2
2304,train,2
2050,train,2
4122,train,4
2043,train,4
4959,train,1
2242,train,2
6094,train,4
6822,train,2
6675,train,4
2833,train,4
5556,train,4
5684,train,2
5859,train,-1
7096,train,2
7630,train,4
5951,train,2
1722,train,4
285,train,2
2643,train,4
6709,train,-1
1663,train,4
6820,train,2
6483,train,4
5268,train,4
1394,train,2
3476,train,2
4766,train,4
513,train,2
144,train,4
7851,train,2
4749,train,4
754,train,2
7313,train,3
4247,train,4
5852,train,2
7836,train,2
755,train,2
2602,train,4
7174,train,4
3640,train,2
1151,train,2
4032,train,4
2458,train,4
3480,train,0
1699,train,2
7441,train,0
4313,train,4
4437,train,4
2933,train,4
7059,train,4
6461,train,2
66,train,4
7487,train,4
5118,train,2
7265,train,0
4091,train,2
7332,train,4
1887,train,4
2977,train,2
2171,train,4
7049,train,3
5273,train,4
4274,train,4
5624,train,4
4768,train,4
3621,train,4
6506,train,4
1311,train,4
5314,train,2
5810,train,4
6302,train,4
1412,train,4
6551,train,4
6470,train,4
791,train,2
5959,train,4
2876,train,4
3139,train,2
6702,train,4
1612,train,4
6172,train,2
1199,train,4
237,train,4
800,train,0
5811,train,4
3086,train,2
5721,train,4
5016,train,4
8032,train,3
173,train,-1
5478,train,2
7498,train,4
3984,train,-1
1480,train,4
4843,train,4
6264,train,4
6346,train,4
3094,train,4
19,train,2
4652,train,2
550,train,2
7883,train,4
2051,train,0
2276,train,4
2740,train,1
6842,train,2
7846,train,3
7841,train,4
6560,train,4
5189,train,-1
7712,train,2
2970,train,4
4622,train,4
7032,train,4
5188,train,4
7395,train,4
3214,train,4
1665,train,2
6661,train,2
4210,train,4
1739,train,4
967,train,4
4397,train,4
3402,train,4
658,train,4
5372,train,2
5847,train,4
1013,train,4
2565,train,4
1960,train,4
5335,train,4
3096,train,4
4745,train,4
7004,train,4
5319,train,2
6214,train,4
6142,train,4
8022,train,4
8104,train,2
3401,train,4
4884,train,2
3406,train,4
3954,train,4
693,train,4
7916,train,4
6265,train,2
2489,train,4
3103,train,4
1079,train,4
4561,train,2
4728,train,4
4796,train,2
4314,train,4
5604,train,2
2330,train,4
868,train,4
5792,train,4
1849,train,2
3377,train,4
4088,train,4
1951,train,4
5914,train,4
2105,train,0
7659,train,4
6316,train,4
5201,train,4
7896,train,2
1929,train,2
6571,train,3
3200,train,4
307,train,4
5961,train,4
4380,train,4
5502,train,4
5368,train,4
1127,train,2
2794,train,4
1367,train,4
2308,train,2
6295,train,-1
1741,train,4
6234,train,2
947,train,4
6899,train,4
1091,train,2
2202,train,4
6972,train,4
2165,train,4
5389,train,4
7165,train,2
1006,train,1
1231,train,2
7413,train,4
3167,train,2
1955,train,4
3693,train,4
7560,train,0
2216,train,4
5369,train,4
7847,train,2
239,train,4
6658,train,-1
1446,train,4
7785,train,4
3770,train,2
2085,train,4
6903,train,4
3451,train,4
1626,train,4
246,train,4
1270,train,4
7739,train,4
7680,train,4
2185,train,2
1235,train,4
713,train,4
519,train,2
5104,train,4
7296,train,3
5657,train,2
5432,train,2
5510,train,1
92,train,4
6430,train,3
7814,train,2
1923,train,4
1706,train,-1
1527,train,2
2318,train,4
2180,train,4
9,train,4
6940,train,2
5776,train,4
3026,train,4
5926,train,4
4407,train,4
5760,train,2
5028,train,4
4747,train,4
5773,train,4
2076,train,4
7220,train,4
1637,train,2
1320,train,2
3271,train,4
4492,train,4
6417,train,2
4961,train,2
4511,train,2
4193,train,4
2214,train,2
6161,train,0
1117,train,4
7067,train,2
7018,train,3
103,train,2
1668,train,2
3789,train,2
5253,train,4
3482,train,4
1632,train,2
6434,train,2
2156,train,1
2240,train,4
4792,train,4
3644,train,4
1874,train,2
5099,train,4
761,train,4
4860,train,4
7210,train,4
4527,train,4
35,train,4
1331,train,4
65,train,2
7306,train,4
5580,train,2
7876,train,4
5441,train,4
1027,train,2
4667,train,4
1782,train,2
3518,train,2
3617,train,1
1051,train,4
5311,train,4
3254,train,4
8005,train,4
5892,train,4
6135,train,4
464,train,2
7281,train,2
6504,train,3
7478,train,3
6012,train,0
1550,train,2
2678,train,4
4828,train,2
308,train,4
6974,train,4
5706,train,4
3212,train,4
5484,train,2
8031,train,3
6320,train,3
1213,train,2
7242,train,4
5178,train,1
3624,train,4
2562,train,4
1108,train,4
8012,train,2
3351,train,2
3466,train,4
3942,train,4
260,train,4
6378,train,4
6267,train,2
8092,train,3
3832,train,4
5644,train,4
1897,train,4
4391,train,4
368,train,4
2199,train,4
1924,train,4
1360,train,4
7742,train,2
1178,train,4
350,train,4
584,train,4
4840,train,2
6429,train,2
7815,train,3
2041,train,4
3370,train,2
7419,train,2
4100,train,4
4879,train,4
8106,train,4
2057,train,4
4801,train,4
4208,train,2
2350,train,4
28,train,2
5916,train,4
1599,train,2
5809,train,4
1852,train,4
425,train,2
6313,train,2
4738,train,4
1095,train,4
6455,train,2
3221,train,4
2019,train,4
6469,train,4
1845,train,4
5184,train,4
7953,train,3
2317,train,4
2898,train,2
7458,train,4
2465,train,4
319,train,4
7597,train,2
1848,train,4
7104,train,3
6117,train,4
5427,train,4
7079,train,2
5613,train,2
4196,train,4
200,train,4
4857,train,2
6023,train,2
487,train,2
7347,train,4
2748,train,4
3137,train,4
7463,train,2
3229,train,2
6039,train,4
2221,train,2
4298,train,4
3203,train,4
6005,train,4
3925,train,2
7646,train,2
5886,train,2
6994,train,4
3904,train,4
6833,train,4
7991,train,4
1209,train,4
511,train,4
6341,train,4
7587,train,-1
3435,train,2
8103,train,2
4557,train,0
3746,train,4
5645,train,4
948,train,4
3523,train,2
3301,train,4
5506,train,4
6088,train,4
289,train,4
3798,train,4
2609,train,4
5324,train,2
1274,train,4
3418,train,2
4779,train,4
6386,train,4
2213,train,4
6183,train,0
1181,train,4
6725,train,3
3691,train,2
382,train,4
5542,train,4
4438,train,2
1514,train,4
6147,train,2
393,train,2
6585,train,4
3298,train,4
5261,train,2
3256,train,4
6521,train,2
1670,train,4
7658,train,2
4127,train,2
1359,train,4
8029,train,3
5689,train,4
6954,train,2
3108,train,4
6489,train,3
6721,train,4
2448,train,2
3547,train,4
7056,train,3
6229,train,4
7964,train,4
7028,train,2
6468,train,2
3820,train,4
1286,train,2
7034,train,2
1377,train,4
2430,train,2
5054,train,4
7528,train,4
2477,train,2
4272,train,2
6227,train,4
3890,train,4
2901,train,2
3165,train,4
8002,train,3
8038,train,4
6808,train,3
5078,train,4
5794,train,4
3028,train,4
5165,train,4
4973,train,4
5985,train,4
6249,train,3
3281,train,4
2040,train,4
6128,train,-1
3199,train,4
3350,train,2
7837,train,2
1097,train,4
5286,train,2
1687,train,2
2817,train,4
399,train,2
1696,train,2
980,train,2
1984,train,2
7197,train,3
5074,train,4
2975,train,4
5252,train,4
5172,train,4
1583,train,4
6838,train,2
4666,train,4
5882,train,2
388,train,4
5865,train,2
4339,train,4
6681,train,2
749,train,4
2836,train,4
5084,train,4
3865,train,2
4882,train,4
128,train,0
7285,train,4
3935,train,4
956,train,2
732,train,2
7466,train,4
2075,train,0
1712,train,4
661,train,2
1963,train,4
2422,train,4
7118,train,2
6293,train,2
1928,train,4
3788,train,2
321,train,4
2849,train,4
7204,train,3
4955,train,2
6500,train,2
1972,train,2
5823,train,4
7386,train,3
3004,train,4
3735,train,4
5969,train,4
64,train,4
7499,train,-1
1530,train,4
4855,train,2
2805,train,2
2599,train,4
4952,train,4
5346,train,4
3894,train,2
454,train,2
3934,train,4
4513,train,-1
1160,train,4
4637,train,4
5465,train,2
1250,train,2
7295,train,4
6676,train,4
6059,train,4
2900,train,4
2409,train,2
3632,train,2
5701,train,2
5183,train,2
367,train,4
3443,train,4
1882,train,2
5207,train,4
3902,train,2
4858,train,2
2086,train,4
914,train,2
5489,train,4
7701,train,3
6363,train,2
2266,train,2
4635,train,4
4566,train,4
1520,train,2
3210,train,4
265,train,2
5518,train,2
6007,train,0
6467,train,4
897,train,4
5854,train,4
7071,train,2
1683,train,4
4643,val,4
2309,val,2
5027,val,2
29,val,4
7128,val,2
7012,val,2
274,val,4
2036,val,4
1694,val,2
6871,val,3
5095,val,4
2973,val,4
6344,val,4
3898,val,0
2653,val,2
4173,val,4
4018,val,2
7037,val,2
5729,val,4
7863,val,3
6058,val,4
7986,val,4
7175,val,4
1922,val,2
7952,val,4
6479,val,4
227,val,4
2764,val,2
2419,val,4
3608,val,4
3140,val,2
2315,val,4
1757,val,4
6376,val,3
4252,val,4
7408,val,2
6420,val,3
3991,val,2
5938,val,2
5683,val,2
4821,val,4
622,val,4
4956,val,4
1729,val,4
2672,val,2
7370,val,3
890,val,4
4617,val,2
2450,val,4
718,val,2
6739,val,4
2861,val,2
7582,val,2
3642,val,-1
4404,val,2
4431,val,4
4315,val,2
4971,val,4
287,val,4
7835,val,4
2929,val,2
4273,val,4
5451,val,4
2469,val,4
1940,val,2
3854,val,2
2847,val,2
4359,val,4
4151,val,2
4254,val,4
529,val,4
2732,val,2
343,val,4
4835,val,4
6123,val,2
7927,val,-1
134,val,4
3292,val,2
572,val,4
7666,val,4
8113,val,3
2015,val,4
3319,val,2
602,val,4
302,val,4
7188,val,4
6963,val,4
5298,val,4
3743,val,4
3860,val,2
1038,val,4
2674,val,4
5008,val,4
1587,val,2
2291,val,4
4412,val,4
5065,val,2
4822,val,2
2425,val,2
7127,val,2
2034,val,4
3500,val,4
1973,val,2
3371,val,4
4967,val,4
2253,val,2
4004,val,2
6791,val,3
6810,val,2
1071,val,4
313,val,4
6052,val,4
3504,val,2
3052,val,2
7780,val,4
1728,val,2
1581,val,2
6145,val,2
6818,val,2
4654,val,2
5589,val,4
5292,val,4
2234,val,4
1397,val,4
3733,val,4
7641,val,2
924,val,4
6925,val,4
6076,val,4
7530,val,3
2231,val,4
2399,val,4
2723,val,2
7249,val,4
6274,val,2
196,val,2
7279,val,4
1965,val,4
4647,val,2
6524,val,2
2717,val,4
6730,val,4
4466,val,2
7282,val,3
7081,val,4
305,val,4
1150,val,4
6093,val,4
4291,val,4
5068,val,4
6108,val,2
4741,val,4
893,val,2
7189,val,2
7111,val,2
7420,val,4
4154,val,4
605,val,2
5394,val,2
7792,val,4
2442,val,4
4522,val,4
3998,val,4
6714,val,4
968,val,4
1742,val,-1
4937,val,4
2209,val,4
6864,val,2
2054,val,4
1547,val,2
5737,val,4
249,val,4
2298,val,4
4714,val,4
3275,val,2
4969,val,4
616,val,2
5251,val,4
6918,val,2
4816,val,4
7468,val,4
5817,val,4
797,val,2
558,val,2
2706,val,4
6207,val,2
2250,val,4
7650,val,3
3681,val,4
991,val,1
6129,val,2
3219,val,2
5767,val,4
4765,val,2
3156,val,4
4191,val,4
3521,val,4
4660,val,4
4993,val,2
2401,val,4
5617,val,2
2000,val,2
2260,val,4
5894,val,4
1055,val,4
3454,val,4
104,val,4
4450,val,2
4874,val,4
2235,val,4
4282,val,4
2010,val,2
5058,val,2
555,val,4
7486,val,2
4348,val,4
3768,val,4
4056,val,4
7438,val,2
303,val,2
1564,val,4
1595,val,4
2538,val,2
327,val,4
4588,val,4
5003,val,4
2349,val,2
2863,val,4
2215,val,4
3291,val,4
3649,val,4
2712,val,4
4189,val,4
3334,val,4
4551,val,4
3012,val,4
7389,val,3
2527,val,4
6275,val,2
1677,val,4
306,val,2
1145,val,4
349,val,4
2945,val,2
5940,val,4
3124,val,4
6426,val,4
3410,val,4
5520,val,4
1214,val,4
4230,val,2
15,val,4
6291,val,2
1680,val,4
4524,val,4
1459,val,4
811,val,4
6760,val,3
709,val,2
3225,val,1
6708,val,2
7825,val,4
5294,val,2
6026,val,4
2854,val,4
355,val,4
3807,val,4
4093,val,4
2999,val,4
6749,val,4
2322,val,2
5094,val,4
449,val,4
3017,val,4
6798,val,4
902,val,4
406,val,4
166,val,4
590,val,4
6565,val,4
5855,val,2
4077,val,2
7717,val,4
6536,val,4
6308,val,3
6382,val,2
6988,val,2
3474,val,2
5208,val,4
5664,val,4
1484,val,4
3386,val,2
1349,val,2
6223,val,2
570,val,4
44,val,2
3761,val,4
366,val,2
2140,val,4
2182,val,4
2951,val,4
2343,val,4
522,val,4
6757,val,2
7291,val,3
6216,val,2
4046,val,1
4355,val,4
878,val,4
7904,val,3
2155,val,2
7459,val,-1
8117,val,3
3970,val,2
6411,val,4
272,val,4
5838,val,4
6441,val,4
7710,val,4
7055,val,2
3565,val,4
3013,val,2
6031,val,1
2952,val,4
4634,val,4
5289,val,4
6252,val,4
5931,val,-1
7819,val,4
380,val,4
1698,val,4
419,val,4
7517,val,-1
5523,val,2
370,val,2
2610,val,2
7655,val,4
3926,val,2
615,val,2
3851,val,4
5980,val,4
828,val,4
3170,val,2
7779,val,2
3372,val,4
6707,val,3
5282,val,2
6232,val,2
7633,val,4
2133,val,4
2792,val,4
6101,val,4
1644,val,4
4957,val,-1
397,val,4
7460,val,2
5762,val,2
5034,val,4
1578,val,2
5096,val,-1
6140,val,4
1153,val,2
6120,val,4
7500,val,4
1969,val,4
1575,val,2
5704,val,4
838,val,4
7214,val,2
5215,val,2
63,val,2
2604,val,4
2028,val,2
960,val,4
2545,val,4
1093,val,4
2089,val,4
1206,val,4
3016,val,2
5517,val,1
6897,val,2
729,val,2
8001,val,4
909,val,4
6278,val,2
7367,val,3
1107,val,4
5281,val,4
7850,val,2
6045,val,2
7342,val,4
1005,val,4
1134,val,4
488,val,4
7908,val,2
1246,val,2
4044,val,2
4751,val,4
1300,val,2
1157,val,4
4499,val,4
3461,val,2
6078,val,4
1085,val,4
2496,val,4
4646,val,2
849,val,4
158,val,2
4428,val,4
7266,val,4
188,val,4
684,val,4
1685,val,4
4910,val,4
6827,val,4
5219,val,4
5552,val,4
7196,val,-1
2993,val,2
4157,val,2
579,val,2
6401,val,4
4663,val,2
4865,val,2
1889,val,4
1080,val,2
4881,val,4
3066,val,2
4292,val,2
1625,val,-1
4949,val,4
2831,val,-1
3311,val,4
3850,val,4
4639,val,4
5514,val,2
4049,val,4
2273,val,4
7309,val,1
6948,val,3
2060,val,2
2645,val,2
5442,val,2
6619,val,4
1452,val,2
1647,val,2
4538,val,2
1345,val,4
3702,val,-1
2395,val,2
3337,val,2
133,val,4
5516,val,4
3303,val,2
5150,val,4
5947,val,4
654,val,4
4297,val,4
452,val,2
2397,val,4
6025,val,4
4113,val,4
5739,val,-1
4795,val,4
2588,val,4
7826,val,1
7092,val,4
3961,val,4
3949,val,4
2021,val,4
2950,val,4
3101,val,4
7236,val,3
4817,val,2
7179,val,2
6632,val,2
7311,val,2
120,val,4
1328,val,4
2710,val,4
7327,val,4
90,val,4
6280,val,4
4352,val,2
5384,val,4
6706,val,2
25,val,4
2822,val,2
788,val,4
6168,val,4
7544,val,2
2730,val,4
4672,val,2
3246,val,4
7352,val,4
701,val,4
8043,val,2
4824,val,4
7454,val,2
1582,val,4
5994,val,1
7623,val,2
3494,val,4
4243,val,2
2769,val,4
5618,val,4
6570,val,4
7999,val,2
5284,val,2
1312,val,4
6438,val,4
2071,val,4
1169,val,4
954,val,4
7209,val,3
3882,val,2
6747,val,2
1159,val,4
3690,val,4
1736,val,2
5351,val,4
4444,val,4
996,val,4
752,val,4
4739,val,4
2490,val,2
6688,val,3
2561,val,2
2762,val,4
3895,val,4
4661,val,2
5533,val,2
7425,val,2
7747,val,2
2802,val,4
2319,val,4
7007,val,2
3601,val,4
2683,val,4
5009,val,2
1272,val,4
6138,val,2
8069,val,2
3677,val,4
3584,val,2
1369,val,4
6477,val,4
3897,val,4
3540,val,2
5107,val,4
7103,val,2
1853,val,2
1771,val,4
2042,val,4
6805,val,4
6186,val,4
652,val,4
2596,val,4
5062,val,4
7534,val,3
6195,val,4
4695,val,4
4170,val,2
7503,val,4
6718,val,4
1590,val,4
3645,val,4
6250,val,4
62,val,4
4123,val,4
2647,val,0
5340,val,4
2332,val,4
1478,val,2
1245,val,4
1531,val,4
6152,val,4
2381,val,2
3330,val,2
432,val,-1
4590,val,2
7912,val,4
786,val,2
332,val,4
3985,val,4
3310,val,4
7769,val,3
7539,val,4
1560,val,2
2035,val,2
2885,val,4
2414,val,4
4281,val,4
4396,val,4
1713,val,2
6233,val,2
5186,val,4
84,val,4
1421,val,2
7078,val,2
6219,val,4
3817,val,4
8073,val,3
7533,val,2
7431,val,4
6173,val,4
481,val,4
7508,val,1
2860,val,4
1569,val,4
2225,val,2
5928,val,2
2843,val,4
7354,val,3
642,val,2
4453,val,4
5075,val,2
4740,val,4
6472,val,3
7520,val,4
2302,val,2
1204,val,2
1429,val,4
5213,val,4
4732,val,2
4925,val,2
5915,val,4
1398,val,2
202,val,4
6196,val,2
6236,val,4
7409,val,4
3639,val,2
5749,val,2
7297,val,4
964,val,-1
5157,val,4
6807,val,2
5842,val,4
3008,val,4
5381,val,4
976,val,2
3317,val,4
7245,val,4
4819,val,2
1176,val,2
3802,val,4
1297,val,2
3564,val,2
4987,val,2
4802,val,2
7734,val,4
2027,val,2
1395,val,4
342,val,4
4851,val,4
414,val,2
4411,val,4
2911,val,0
5968,val,4
1106,val,4
7343,val,4
3088,val,2
2700,val,2
2172,val,4
7894,val,2
6767,val,2
5651,val,4
7040,val,1
7697,val,3
3477,val,4
1202,val,2
1120,val,4
3932,val,2
1260,val,2
6803,val,4
310,val,4
2914,val,4
4336,val,4
3179,val,4
5744,val,2
3068,val,4
565,val,4
194,val,2
6338,val,2
453,val,4
7453,val,2
7618,val,2
6824,val,3
7505,val,2
6588,val,3
2598,val,2
3618,val,4
4080,val,4
6180,val,4
896,val,4
5586,val,4
1861,val,2
7360,val,2
3392,val,4
54,val,4
7141,val,4
4318,val,4
2443,val,2
2065,val,4
347,val,4
4473,val,4
6907,val,4
2906,val,2
7920,val,2
3872,val,2
7946,val,3
6072,val,2
6301,val,2
139,val,2
859,val,2
5565,val,2
2007,val,4
4232,val,2
1640,val,4
7766,val,2
4907,val,2
7026,val,1
106,val,2
764,val,2
6290,val,4
836,val,4
2481,val,2
3610,val,4
7554,val,3
1099,val,4
6682,val,4
7033,val,2
3979,val,4
51,val,2
7834,val,3
2799,val,4
410,val,4
866,val,4
4528,val,4
1512,val,2
6991,val,3
3097,val,2
1715,val,4
1628,val,4
4887,val,4
6067,val,2
635,val,2
3322,val,2
1498,val,4
1266,val,4
7978,val,2
5592,val,4
5002,val,4
2011,val,4
8036,val,2
2869,val,4
1034,val,4
7644,val,2
251,val,2
7364,val,4
6383,val,3
85,val,4
557,val,4
2153,val,2
1870,val,4
4287,val,2
691,val,4
1933,val,2
6875,val,2
5695,val,1
2509,val,4
3456,val,4
2278,val,4
1047,val,4
1983,val,4
3164,val,2
5927,val,4
1591,val,4
7603,val,2
495,val,4
2572,val,2
6317,val,2
4812,val,2
3769,val,4
1254,val,4
6919,val,4
4186,val,4
4248,val,4
2107,val,4
7149,val,4
5379,val,2
560,val,4
4630,val,4
2269,val,4
4169,val,4
3720,val,4
3362,val,4
3282,val,4
2938,val,4
5834,val,2
512,val,2
3321,val,2
2779,val,2
2340,val,2
4305,val,4
1426,val,4
111,val,4
4980,val,2
5391,val,4
6124,val,4
2824,val,2
1319,val,4
5020,val,4
4943,val,4
7682,val,4
1979,val,4
6789,val,2
1589,val,4
3073,val,2
1327,val,4
3481,val,2
4778,val,2
2685,val,4
2233,val,4
234,val,4
7961,val,2
6029,val,2
7385,val,4
7595,val,2
21,val,4
1938,val,4
636,val,4
2462,val,2
6423,val,4
2813,val,4
1434,val,4
6397,val,2
6616,val,4
2323,val,4
5655,val,2
6679,val,4
6398,val,-1
2803,val,4
1832,val,4
6122,val,4
5601,val,2
7969,val,4
4964,val,2
7020,val,2
4901,val,4
1344,val,4
6556,val,4
6938,val,3
1964,val,4
1766,val,2
3675,val,4
5897,val,4
6345,val,4
4416,val,2
4998,val,2
799,val,4
3057,val,4
4721,val,4
427,val,4
5524,val,4
2257,val,4
1709,val,0
7924,val,2
7733,val,4
6755,val,2
4593,val,4
5692,val,2
7345,val,3
6097,val,-1
7715,val,2
6630,val,4
6433,val,4
7326,val,2
7521,val,4
353,val,4
1751,val,2
6662,val,4
944,val,4
1978,val,4
5424,val,2
6650,val,2
7160,val,2
281,val,4
6448,val,3
4589,val,4
5921,val,2
516,val,2
2871,val,4
4753,val,2
6959,val,4
123,val,4
6425,val,0
4889,val,4
3713,val,2
2512,val,2
3988,val,4
4316,val,1
7730,val,4
2252,val,2
2686,val,4
5046,val,4
5796,val,4
5162,val,4
2963,val,4
7716,val,2
3831,val,4
211,val,4
3724,val,4
5965,val,2
7722,val,4
2410,val,2
1001,val,4
3767,val,2
1992,val,2
1689,val,4
7250,val,2
4146,val,4
2390,val,4
6727,val,2
544,val,2
5063,val,4
6678,val,3
3404,val,2
7872,val,2
697,val,4
6165,val,4
580,val,4
7485,val,3
4734,val,2
3653,val,4
7547,val,3
1503,val,4
2990,val,4
2650,val,2
798,val,4
689,val,4
7216,val,2
2305,val,4
2227,val,4
7882,val,2
2271,val,4
4008,val,2
5409,val,2
6606,val,2
1762,val,2
4616,val,4
4279,val,4
2752,val,4
7396,val,4
7923,val,4
4900,val,4
4244,val,4
226,val,2
1767,val,2
3947,val,4
2856,val,4
6936,val,4
115,val,4
146,val,2
6519,val,3
711,val,2
3144,val,-1
1551,val,-1
5164,val,2
2336,val,4
4028,val,2
6432,val,2
7569,val,2
2791,val,2
7868,val,4
4576,val,4
4789,val,4
4839,val,4
2066,val,4
1815,val,4
5334,val,4
5223,val,4
1764,val,4
254,val,2
5301,val,2
2187,val,2
1602,val,2
6494,val,2
3082,val,4
4303,val,2
4940,val,2
4984,val,4
819,val,2
6340,val,2
1291,val,4
6751,val,3
6359,val,4
5677,val,2
7626,val,4
848,val,2
5498,val,4
6410,val,2
6765,val,2
8062,val,4
830,val,4
6357,val,3
3525,val,4
743,val,4
56,val,4
1985,val,4
6538,val,3
394,val,4
5362,val,2
4317,val,2
2514,val,4
2464,val,4
